,reqid,date,open,high,low,close,volume
40,4104,20201216  12:50:00,12.75,12.75,12.575,12.65,-1
41,4104,20201216  12:55:00,12.65,12.85,12.65,12.85,-1
42,4104,20201216  13:00:00,12.85,12.85,12.7,12.7,-1
43,4104,20201216  13:05:00,12.7,12.7,12.475,12.475,-1
44,4104,20201216  13:10:00,12.475,12.725,12.45,12.725,-1
45,4104,20201216  13:15:00,12.725,12.725,12.575,12.6,-1
46,4104,20201216  13:20:00,12.6,12.7,12.6,12.675,-1
47,4104,20201216  13:25:00,12.675,12.675,12.5,12.5,-1
48,4104,20201216  13:30:00,12.5,12.8,12.5,12.8,-1
49,4104,20201216  13:35:00,12.8,12.925,12.8,12.925,-1
50,4104,20201216  13:40:00,12.925,13.025,12.925,13.0,-1
51,4104,20201216  13:45:00,13.0,13.05,12.925,13.0,-1
52,4104,20201216  13:50:00,13.0,13.0,12.925,12.95,-1
53,4104,20201216  13:55:00,12.95,12.975,12.675,12.875,-1
54,4104,20201216  14:00:00,12.875,12.925,12.175,12.475,-1
55,4104,20201216  14:05:00,12.475,12.5,12.15,12.15,-1
56,4104,20201216  14:10:00,12.15,12.15,12.025,12.025,-1
57,4104,20201216  14:15:00,12.025,12.05,11.825,11.825,-1
58,4104,20201216  14:20:00,11.825,12.125,11.825,12.125,-1
59,4104,20201216  14:25:00,12.125,12.175,12.1,12.125,-1
60,4104,20201216  14:30:00,12.125,12.6,12.125,12.6,-1
61,4104,20201216  14:35:00,12.6,13.425,12.6,13.425,-1
62,4104,20201216  14:40:00,13.425,13.5,13.425,13.5,-1
63,4104,20201216  14:45:00,13.5,13.625,13.5,13.625,-1
64,4104,20201216  14:50:00,13.625,13.9,13.625,13.825,-1
65,4104,20201216  14:55:00,13.825,13.925,13.825,13.925,-1
66,4104,20201216  15:00:00,13.925,14.05,13.85,14.05,-1
67,4104,20201216  15:05:00,14.05,14.075,13.725,13.75,-1
68,4104,20201216  15:10:00,13.75,13.8,13.675,13.725,-1
69,4104,20201216  15:15:00,13.725,13.925,13.6,13.925,-1
70,4104,20201216  15:20:00,13.925,14.225,13.925,14.15,-1
71,4104,20201216  15:25:00,14.15,14.425,14.15,14.325,-1
72,4104,20201216  15:30:00,14.325,14.675,14.325,14.625,-1
73,4104,20201216  15:35:00,14.625,14.625,14.45,14.45,-1
74,4104,20201216  15:40:00,14.45,14.55,14.45,14.525,-1
75,4104,20201216  15:45:00,14.525,14.525,14.325,14.325,-1
76,4104,20201216  15:50:00,14.325,14.35,13.65,14.15,-1
77,4104,20201216  15:55:00,14.15,14.2,13.525,13.55,-1
78,4106,20201216  09:30:00,16.1,16.1,11.95,11.95,-1
79,4106,20201216  09:35:00,11.95,11.95,11.2,11.3,-1
80,4106,20201216  09:40:00,11.3,11.3,10.95,10.95,-1
81,4106,20201216  09:45:00,10.95,11.25,10.95,11.25,-1
82,4106,20201216  09:50:00,11.25,11.7,11.25,11.7,-1
83,4106,20201216  09:55:00,11.7,11.8,11.65,11.7,-1
84,4106,20201216  10:00:00,11.7,11.8,11.45,11.8,-1
85,4106,20201216  10:05:00,11.8,12.0,11.7,12.0,-1
86,4106,20201216  10:10:00,12.0,12.1,11.8,11.8,-1
87,4106,20201216  10:15:00,11.8,11.8,11.15,11.15,-1
88,4106,20201216  10:20:00,11.15,11.2,10.85,11.0,-1
89,4106,20201216  10:25:00,11.0,11.7,11.0,11.7,-1
90,4106,20201216  10:30:00,11.7,12.15,11.7,12.1,-1
91,4106,20201216  10:35:00,12.1,12.4,12.1,12.3,-1
92,4106,20201216  10:40:00,12.3,12.4,12.25,12.4,-1
93,4106,20201216  10:45:00,12.4,12.4,12.3,12.3,-1
94,4106,20201216  10:50:00,12.3,12.35,12.25,12.35,-1
95,4106,20201216  10:55:00,12.35,12.35,12.2,12.2,-1
96,4106,20201216  11:00:00,12.2,12.55,12.2,12.55,-1
97,4106,20201216  11:05:00,12.55,12.6,12.55,12.55,-1
98,4106,20201216  11:10:00,12.55,12.6,12.5,12.6,-1
99,4106,20201216  11:15:00,12.6,12.6,12.05,12.15,-1
100,4106,20201216  11:20:00,12.15,12.25,12.0,12.25,-1
101,4106,20201216  11:25:00,12.25,12.45,12.2,12.4,-1
102,4106,20201216  11:30:00,12.4,12.8,12.4,12.8,-1
103,4106,20201216  11:35:00,12.8,12.9,12.75,12.85,-1
104,4106,20201216  11:40:00,12.85,12.95,12.85,12.85,-1
105,4106,20201216  11:45:00,12.85,13.05,12.85,13.05,-1
106,4106,20201216  11:50:00,13.05,13.25,13.0,13.2,-1
107,4106,20201216  11:55:00,13.2,13.25,13.1,13.25,-1
108,4106,20201216  12:00:00,13.25,13.25,13.05,13.1,-1
